a,b,lb,entry,exit,stop,hold,is_n,is_pf,is_net,is_win,oos_n,oos_pf,oos_net,oos_win
NZDUSD,GBPUSD,300,1.5,0.5,3.5,240,135,0.875,-24.84,23.0,55,0.3,-96.71,21.8
NZDUSD,GBPUSD,300,1.5,0.5,3.5,480,133,0.901,-19.34,21.8,54,0.298,-100.95,20.4
NZDUSD,GBPUSD,300,1.5,0.5,5.0,240,53,1.078,11.21,52.8,31,0.315,-88.06,35.5
NZDUSD,GBPUSD,300,1.5,0.5,5.0,480,51,1.066,9.64,51.0,30,0.315,-91.17,33.3
NZDUSD,GBPUSD,300,1.5,1.0,3.5,240,135,0.973,-4.12,25.2,55,0.342,-77.95,27.3
NZDUSD,GBPUSD,300,1.5,1.0,3.5,480,134,0.969,-4.66,24.6,54,0.337,-82.36,25.9
NZDUSD,GBPUSD,300,1.5,1.0,5.0,240,53,1.214,24.86,58.5,31,0.366,-68.34,45.2
NZDUSD,GBPUSD,300,1.5,1.0,5.0,480,52,1.21,24.32,57.7,30,0.36,-72.57,43.3
NZDUSD,GBPUSD,300,2.0,0.0,3.5,240,121,0.746,-57.98,19.0,41,0.57,-39.78,24.4
NZDUSD,GBPUSD,300,2.0,0.0,3.5,480,104,0.744,-46.3,13.5,34,0.195,-78.82,2.9
NZDUSD,GBPUSD,300,2.0,0.0,5.0,240,40,0.728,-56.09,50.0,17,0.644,-29.28,58.8
NZDUSD,GBPUSD,300,2.0,0.5,3.5,240,129,0.818,-36.05,20.2,43,0.264,-81.0,16.3
NZDUSD,GBPUSD,300,2.0,0.5,3.5,480,128,0.861,-26.84,20.3,43,0.317,-75.1,16.3
NZDUSD,GBPUSD,300,2.0,0.5,5.0,240,47,0.967,-4.91,48.9,19,0.271,-72.75,36.8
NZDUSD,GBPUSD,300,2.0,0.5,5.0,480,46,1.015,2.14,50.0,19,0.335,-65.32,36.8
NZDUSD,GBPUSD,300,2.0,1.0,3.5,240,129,0.872,-18.63,20.9,43,0.343,-68.39,18.6
NZDUSD,GBPUSD,300,2.0,1.0,3.5,480,129,0.9,-14.46,21.7,43,0.37,-65.65,18.6
NZDUSD,GBPUSD,300,2.0,1.0,5.0,240,47,1.093,10.35,51.1,19,0.37,-59.19,36.8
NZDUSD,GBPUSD,300,2.0,1.0,5.0,480,47,1.131,14.52,53.2,19,0.402,-55.87,36.8
NZDUSD,GBPUSD,300,2.5,0.0,3.5,240,112,0.725,-55.2,14.3,36,0.843,-9.14,22.2
NZDUSD,GBPUSD,300,2.5,0.0,3.5,480,102,0.592,-70.94,11.8,33,0.413,-38.88,9.1
NZDUSD,GBPUSD,300,2.5,0.0,5.0,240,31,0.651,-58.62,38.7,12,1.036,1.78,58.3
NZDUSD,GBPUSD,300,2.5,0.5,3.5,240,117,0.555,-84.93,12.8,37,0.318,-58.77,16.2
NZDUSD,GBPUSD,300,2.5,0.5,3.5,480,116,0.604,-73.93,12.9,37,0.387,-52.87,16.2
NZDUSD,GBPUSD,300,2.5,0.5,5.0,240,35,0.63,-56.06,31.4,13,0.349,-50.11,38.5
NZDUSD,GBPUSD,300,2.5,0.5,5.0,480,34,0.694,-44.95,32.4,13,0.432,-43.09,38.5
NZDUSD,GBPUSD,300,2.5,1.0,3.5,240,117,0.591,-57.03,14.5,37,0.319,-54.97,13.5
NZDUSD,GBPUSD,300,2.5,1.0,3.5,480,117,0.613,-54.01,15.4,37,0.353,-52.23,13.5
NZDUSD,GBPUSD,300,2.5,1.0,5.0,240,35,0.739,-28.05,40.0,13,0.358,-45.36,30.8
NZDUSD,GBPUSD,300,2.5,1.0,5.0,480,35,0.766,-25.03,42.9,13,0.397,-42.45,30.8
NZDUSD,GBPUSD,300,3.0,0.0,3.5,240,103,0.357,-106.0,6.8,31,0.532,-21.45,16.1
NZDUSD,GBPUSD,300,3.0,0.0,3.5,480,98,0.255,-111.06,7.1,30,0.525,-22.39,10.0
NZDUSD,GBPUSD,300,3.0,0.5,3.5,240,104,0.213,-125.06,4.8,32,0.361,-34.29,18.8
NZDUSD,GBPUSD,300,3.0,0.5,3.5,480,104,0.218,-120.94,4.8,32,0.437,-30.25,18.8
NZDUSD,GBPUSD,300,3.0,1.0,3.5,240,104,0.266,-90.9,6.7,32,0.295,-39.03,18.8
NZDUSD,GBPUSD,300,3.0,1.0,3.5,480,104,0.266,-90.9,6.7,32,0.311,-38.15,18.8
NZDUSD,GBPUSD,500,1.5,0.0,3.5,240,123,0.405,-124.85,11.4,21,0.53,-38.39,38.1
NZDUSD,GBPUSD,500,1.5,0.0,3.5,480,115,0.469,-141.85,9.6,16,0.171,-67.12,18.8
NZDUSD,GBPUSD,500,1.5,0.0,5.0,240,39,0.856,-16.03,33.3,18,0.474,-44.93,44.4
NZDUSD,GBPUSD,500,1.5,0.0,5.0,480,30,0.459,-75.77,26.7,12,0.184,-61.51,25.0
NZDUSD,GBPUSD,500,1.5,0.5,3.5,240,125,0.453,-114.62,12.8,21,0.659,-26.67,33.3
NZDUSD,GBPUSD,500,1.5,0.5,3.5,480,122,0.574,-87.32,12.3,19,0.606,-27.27,26.3
NZDUSD,GBPUSD,500,1.5,0.5,5.0,240,40,0.98,-2.01,32.5,18,0.638,-26.71,44.4
NZDUSD,GBPUSD,500,1.5,0.5,5.0,480,36,1.292,26.0,33.3,15,0.572,-27.7,33.3
NZDUSD,GBPUSD,500,1.5,1.0,3.5,240,126,0.408,-131.84,11.1,21,0.366,-58.72,23.8
NZDUSD,GBPUSD,500,1.5,1.0,3.5,480,123,0.409,-132.81,9.8,19,0.313,-65.31,21.1
NZDUSD,GBPUSD,500,1.5,1.0,5.0,240,41,0.848,-18.11,31.7,18,0.333,-58.75,33.3
NZDUSD,GBPUSD,500,1.5,1.0,5.0,480,37,0.841,-19.49,29.7,15,0.275,-65.74,26.7
NZDUSD,GBPUSD,500,2.0,0.0,3.5,240,115,0.341,-131.84,11.3,17,0.327,-53.93,29.4
NZDUSD,GBPUSD,500,2.0,0.0,3.5,480,112,0.556,-103.58,8.9,15,0.139,-75.06,20.0
NZDUSD,GBPUSD,500,2.0,0.0,5.0,240,31,0.73,-28.93,35.5,13,0.319,-51.47,38.5
NZDUSD,GBPUSD,500,2.0,0.5,3.5,240,117,0.356,-130.08,11.1,17,0.6,-24.38,29.4
NZDUSD,GBPUSD,500,2.0,0.5,3.5,480,117,0.499,-98.05,11.1,17,0.594,-26.28,35.3
NZDUSD,GBPUSD,500,2.0,0.5,5.0,240,31,0.763,-23.98,32.3,13,0.505,-27.97,38.5
NZDUSD,GBPUSD,500,2.0,0.5,5.0,480,31,1.184,15.27,38.7,13,0.557,-26.71,46.2
NZDUSD,GBPUSD,500,2.0,1.0,3.5,240,117,0.336,-130.5,11.1,17,0.393,-50.74,29.4
NZDUSD,GBPUSD,500,2.0,1.0,3.5,480,117,0.361,-130.94,11.1,17,0.322,-61.2,29.4
NZDUSD,GBPUSD,500,2.0,1.0,5.0,240,31,0.865,-12.0,38.7,13,0.271,-57.72,38.5
NZDUSD,GBPUSD,500,2.0,1.0,5.0,480,31,0.828,-17.61,38.7,13,0.281,-61.63,38.5
NZDUSD,GBPUSD,500,2.5,0.0,3.5,240,108,0.2,-134.24,6.5,14,0.45,-30.67,35.7
NZDUSD,GBPUSD,500,2.5,0.0,3.5,480,106,0.344,-133.26,4.7,13,0.054,-67.5,7.7
NZDUSD,GBPUSD,500,2.5,0.5,3.5,240,109,0.349,-104.54,8.3,14,0.753,-9.4,35.7
NZDUSD,GBPUSD,500,2.5,0.5,3.5,480,109,0.43,-89.77,7.3,14,0.728,-10.27,35.7
NZDUSD,GBPUSD,500,2.5,1.0,3.5,240,109,0.292,-113.01,7.3,14,0.425,-34.14,21.4
NZDUSD,GBPUSD,500,2.5,1.0,3.5,480,109,0.293,-117.66,6.4,14,0.356,-38.25,21.4
EURGBP,EURUSD,200,1.5,0.0,3.5,240,145,0.655,-111.9,16.6,90,0.931,-8.79,18.9
EURGBP,EURUSD,200,1.5,0.0,3.5,480,122,0.857,-31.07,13.9,77,0.647,-41.63,11.7
EURGBP,EURUSD,200,1.5,0.0,5.0,240,51,0.677,-97.21,39.2,38,0.825,-20.78,42.1
EURGBP,EURUSD,200,1.5,0.0,5.0,480,34,0.753,-41.24,38.2,26,0.166,-132.16,15.4
EURGBP,EURUSD,200,1.5,0.5,3.5,240,172,1.074,21.15,23.8,106,0.809,-28.37,24.5
EURGBP,EURUSD,200,1.5,0.5,3.5,480,172,1.106,30.41,23.8,106,0.833,-24.82,24.5
EURGBP,EURUSD,200,1.5,0.5,5.0,240,74,1.329,76.9,48.6,53,0.98,-2.56,49.1
EURGBP,EURUSD,200,1.5,0.5,5.0,480,73,1.376,87.01,49.3,53,1.008,1.0,49.1
EURGBP,EURUSD,200,1.5,1.0,3.5,240,179,0.8,-59.13,22.9,107,0.826,-25.88,20.6
EURGBP,EURUSD,200,1.5,1.0,3.5,480,179,0.8,-59.13,22.9,107,0.826,-25.88,20.6
EURGBP,EURUSD,200,1.5,1.0,5.0,240,80,0.99,-2.54,45.0,54,1.0,-0.06,44.4
EURGBP,EURUSD,200,1.5,1.0,5.0,480,80,0.99,-2.54,45.0,54,1.0,-0.06,44.4
EURGBP,EURUSD,200,2.0,0.0,3.5,240,143,0.858,-36.6,15.4,89,1.303,30.41,18.0
EURGBP,EURUSD,200,2.0,0.0,3.5,480,121,0.988,-2.73,14.9,77,0.847,-14.86,10.4
EURGBP,EURUSD,200,2.0,0.0,5.0,240,47,0.748,-56.26,38.3,36,1.334,29.1,41.7
EURGBP,EURUSD,200,2.0,0.0,5.0,480,31,0.627,-75.95,41.9,27,0.702,-28.54,25.9
EURGBP,EURUSD,200,2.0,0.5,3.5,240,165,1.109,25.94,21.8,100,1.004,0.38,22.0
EURGBP,EURUSD,200,2.0,0.5,3.5,480,165,1.109,25.94,21.8,100,1.04,4.06,22.0
EURGBP,EURUSD,200,2.0,0.5,5.0,240,67,1.447,82.24,49.3,47,1.314,26.2,44.7
EURGBP,EURUSD,200,2.0,0.5,5.0,480,66,1.455,82.55,50.0,47,1.358,29.87,44.7
EURGBP,EURUSD,200,2.0,1.0,3.5,240,167,0.843,-36.94,19.8,101,0.987,-1.31,20.8
EURGBP,EURUSD,200,2.0,1.0,3.5,480,167,0.843,-36.94,19.8,101,0.987,-1.31,20.8
EURGBP,EURUSD,200,2.0,1.0,5.0,240,68,1.109,19.66,44.1,48,1.291,24.51,45.8
EURGBP,EURUSD,200,2.0,1.0,5.0,480,68,1.109,19.66,44.1,48,1.291,24.51,45.8
EURGBP,EURUSD,200,2.5,0.0,3.5,240,137,0.769,-50.68,13.9,83,0.345,-87.75,12.0
EURGBP,EURUSD,200,2.5,0.0,3.5,480,121,1.011,2.26,14.9,76,0.894,-10.16,11.8
EURGBP,EURUSD,200,2.5,0.0,5.0,240,42,0.898,-16.42,38.1,30,0.283,-87.5,23.3
EURGBP,EURUSD,200,2.5,0.0,5.0,480,30,0.35,-174.34,30.0,26,1.08,6.96,34.6
EURGBP,EURUSD,200,2.5,0.5,3.5,240,155,0.928,-13.19,18.7,89,0.738,-21.26,18.0
EURGBP,EURUSD,200,2.5,0.5,3.5,480,155,0.928,-13.19,18.7,89,0.76,-19.41,18.0
EURGBP,EURUSD,200,2.5,0.5,5.0,240,56,1.344,43.44,46.4,36,1.072,4.56,36.1
EURGBP,EURUSD,200,2.5,0.5,5.0,480,56,1.344,43.44,46.4,36,1.102,6.41,36.1
EURGBP,EURUSD,200,2.5,1.0,3.5,240,155,0.833,-28.66,18.1,89,0.684,-26.49,16.9
EURGBP,EURUSD,200,2.5,1.0,3.5,480,155,0.833,-28.66,18.1,89,0.684,-26.49,16.9
EURGBP,EURUSD,200,2.5,1.0,5.0,240,56,1.239,27.97,44.6,36,0.99,-0.67,38.9
EURGBP,EURUSD,200,2.5,1.0,5.0,480,56,1.239,27.97,44.6,36,0.99,-0.67,38.9
EURGBP,EURUSD,200,3.0,0.0,3.5,240,128,0.841,-30.23,11.7,76,0.374,-48.41,9.2
EURGBP,EURUSD,200,3.0,0.0,3.5,480,118,0.884,-21.08,11.9,71,1.307,16.48,9.9
EURGBP,EURUSD,200,3.0,0.0,5.0,240,31,1.165,20.15,38.7,25,0.305,-42.63,24.0
EURGBP,EURUSD,200,3.0,0.0,5.0,480,25,0.81,-29.24,36.0,22,1.151,8.72,27.3
EURGBP,EURUSD,200,3.0,0.5,3.5,240,135,0.851,-21.72,11.9,78,0.655,-18.11,14.1
EURGBP,EURUSD,200,3.0,0.5,3.5,480,135,0.851,-21.72,11.9,78,0.655,-18.11,14.1
EURGBP,EURUSD,200,3.0,0.5,5.0,240,36,1.391,34.91,47.2,27,1.202,6.9,37.0
EURGBP,EURUSD,200,3.0,0.5,5.0,480,36,1.391,34.91,47.2,27,1.202,6.9,37.0
EURGBP,EURUSD,200,3.0,1.0,3.5,240,135,0.747,-35.2,12.6,78,0.592,-22.47,11.5
EURGBP,EURUSD,200,3.0,1.0,3.5,480,135,0.747,-35.2,12.6,78,0.592,-22.47,11.5
EURGBP,EURUSD,200,3.0,1.0,5.0,240,36,1.256,21.43,50.0,27,1.071,2.55,37.0
EURGBP,EURUSD,200,3.0,1.0,5.0,480,36,1.256,21.43,50.0,27,1.071,2.55,37.0
EURGBP,EURUSD,300,1.5,0.0,3.5,240,96,0.719,-71.32,21.9,83,0.818,-30.73,18.1
EURGBP,EURUSD,300,1.5,0.0,3.5,480,79,0.425,-155.12,12.7,73,1.824,83.05,16.4
EURGBP,EURUSD,300,1.5,0.0,5.0,240,39,0.753,-53.77,51.3,24,1.136,15.59,54.2
EURGBP,EURUSD,300,1.5,0.5,3.5,240,109,0.822,-41.1,26.6,88,0.729,-39.94,19.3
EURGBP,EURUSD,300,1.5,0.5,3.5,480,107,0.875,-26.52,28.0,87,0.658,-51.3,17.2
EURGBP,EURUSD,300,1.5,0.5,5.0,240,50,1.0,-0.07,52.0,28,1.154,13.51,57.1
EURGBP,EURUSD,300,1.5,0.5,5.0,480,48,1.087,14.5,56.2,27,1.111,10.05,51.9
EURGBP,EURUSD,300,1.5,1.0,3.5,240,109,0.874,-24.6,27.5,90,0.722,-34.97,21.1
EURGBP,EURUSD,300,1.5,1.0,3.5,480,107,0.931,-12.06,28.0,90,0.722,-34.97,21.1
EURGBP,EURUSD,300,1.5,1.0,5.0,240,50,1.107,16.41,52.0,30,1.396,26.36,60.0
EURGBP,EURUSD,300,1.5,1.0,5.0,480,48,1.218,28.96,54.2,30,1.396,26.36,60.0
EURGBP,EURUSD,300,2.0,0.0,3.5,240,88,1.018,3.05,23.9,79,0.566,-70.38,12.7
EURGBP,EURUSD,300,2.0,0.0,3.5,480,77,0.525,-121.04,15.6,70,1.308,30.95,12.9
EURGBP,EURUSD,300,2.0,0.0,5.0,240,30,1.386,47.31,63.3,20,0.795,-21.77,40.0
EURGBP,EURUSD,300,2.0,0.5,3.5,240,96,0.796,-35.9,24.0,82,0.369,-99.38,13.4
EURGBP,EURUSD,300,2.0,0.5,3.5,480,96,0.879,-20.79,26.0,81,0.345,-108.17,12.3
EURGBP,EURUSD,300,2.0,0.5,5.0,240,37,1.038,5.06,54.1,22,0.533,-45.81,45.5
EURGBP,EURUSD,300,2.0,0.5,5.0,480,37,1.155,20.16,59.5,21,0.557,-46.82,42.9
EURGBP,EURUSD,300,2.0,1.0,3.5,240,96,0.767,-36.86,22.9,83,0.451,-65.02,14.5
EURGBP,EURUSD,300,2.0,1.0,3.5,480,96,0.87,-19.17,25.0,83,0.451,-65.02,14.5
EURGBP,EURUSD,300,2.0,1.0,5.0,240,37,1.035,4.12,48.6,23,0.937,-3.7,47.8
EURGBP,EURUSD,300,2.0,1.0,5.0,480,37,1.2,21.81,54.1,23,0.937,-3.7,47.8
EURGBP,EURUSD,300,2.5,0.0,3.5,240,82,1.116,17.22,19.5,75,0.705,-35.17,9.3
EURGBP,EURUSD,300,2.5,0.0,3.5,480,75,0.774,-49.9,14.7,70,1.111,11.82,10.0
EURGBP,EURUSD,300,2.5,0.5,3.5,240,84,0.548,-67.29,17.9,76,0.338,-72.16,7.9
EURGBP,EURUSD,300,2.5,0.5,3.5,480,84,0.542,-68.48,16.7,76,0.322,-77.91,7.9
EURGBP,EURUSD,300,2.5,0.5,5.0,240,25,0.755,-26.31,56.0,16,0.659,-17.15,31.2
EURGBP,EURUSD,300,2.5,0.5,5.0,480,25,0.746,-27.5,52.0,16,0.704,-16.59,31.2
EURGBP,EURUSD,300,2.5,1.0,3.5,240,84,0.572,-54.37,17.9,76,0.395,-61.82,11.8
EURGBP,EURUSD,300,2.5,1.0,3.5,480,84,0.572,-54.37,17.9,76,0.395,-61.82,11.8
EURGBP,EURUSD,300,2.5,1.0,5.0,240,25,0.85,-13.36,52.0,16,0.988,-0.51,50.0
EURGBP,EURUSD,300,2.5,1.0,5.0,480,25,0.85,-13.36,52.0,16,0.988,-0.51,50.0
EURGBP,EURUSD,300,3.0,0.0,3.5,240,72,0.694,-33.7,13.9,69,0.5,-42.66,8.7
EURGBP,EURUSD,300,3.0,0.0,3.5,480,71,0.755,-37.19,14.1,68,1.157,13.55,10.3
EURGBP,EURUSD,300,3.0,0.5,3.5,240,74,0.286,-83.66,12.2,69,0.391,-48.12,8.7
EURGBP,EURUSD,300,3.0,0.5,3.5,480,74,0.286,-83.66,12.2,69,0.391,-48.12,8.7
EURGBP,EURUSD,300,3.0,1.0,3.5,240,74,0.436,-49.11,13.5,69,0.34,-50.34,8.7
EURGBP,EURUSD,300,3.0,1.0,3.5,480,74,0.436,-49.11,13.5,69,0.34,-50.34,8.7
EURGBP,EURUSD,500,1.5,0.0,3.5,240,82,0.526,-114.47,14.6,42,0.593,-36.93,21.4
EURGBP,EURUSD,500,1.5,0.0,3.5,480,70,0.704,-55.41,14.3,36,0.474,-58.87,11.1
EURGBP,EURUSD,500,1.5,0.0,5.0,240,31,0.675,-63.56,38.7,18,0.629,-31.78,50.0
EURGBP,EURUSD,500,1.5,0.5,3.5,240,86,0.514,-104.08,20.9,43,0.835,-11.94,20.9
EURGBP,EURUSD,500,1.5,0.5,3.5,480,80,0.442,-126.38,16.2,43,0.661,-31.75,20.9
EURGBP,EURUSD,500,1.5,0.5,5.0,240,34,0.61,-69.73,47.1,18,1.038,2.18,44.4
EURGBP,EURUSD,500,1.5,0.5,5.0,480,28,0.5,-99.1,39.3,18,0.775,-17.63,44.4
EURGBP,EURUSD,500,1.5,1.0,3.5,240,87,0.582,-82.29,21.8,44,0.525,-37.33,20.5
EURGBP,EURUSD,500,1.5,1.0,3.5,480,84,0.542,-95.68,21.4,44,0.464,-41.79,20.5
EURGBP,EURUSD,500,1.5,1.0,5.0,240,35,0.697,-48.87,51.4,19,0.634,-23.22,42.1
EURGBP,EURUSD,500,1.5,1.0,5.0,480,32,0.619,-68.4,53.1,19,0.558,-27.68,42.1
EURGBP,EURUSD,500,2.0,0.0,3.5,240,73,0.426,-106.63,13.7,39,0.928,-5.38,20.5
EURGBP,EURUSD,500,2.0,0.0,3.5,480,66,0.411,-115.9,10.6,35,0.455,-52.7,8.6
EURGBP,EURUSD,500,2.0,0.5,3.5,240,75,0.454,-87.63,12.0,40,1.049,3.25,22.5
EURGBP,EURUSD,500,2.0,0.5,3.5,480,72,0.587,-63.45,15.3,40,0.761,-19.29,22.5
EURGBP,EURUSD,500,2.0,1.0,3.5,240,75,0.553,-70.77,16.0,41,0.555,-31.54,19.5
EURGBP,EURUSD,500,2.0,1.0,3.5,480,73,0.513,-76.06,16.4,41,0.568,-29.94,19.5
EURGBP,EURUSD,500,2.5,0.0,3.5,240,64,0.374,-82.04,10.9,33,1.045,2.32,12.1
EURGBP,EURUSD,500,2.5,0.0,3.5,480,63,0.723,-37.27,14.3,32,0.396,-46.88,6.2
EURGBP,EURUSD,500,2.5,0.5,3.5,240,65,0.392,-73.46,13.8,33,0.665,-13.31,9.1
EURGBP,EURUSD,500,2.5,0.5,3.5,480,65,0.311,-84.44,13.8,33,0.562,-23.32,9.1
EURGBP,EURUSD,500,2.5,1.0,3.5,240,65,0.443,-66.37,12.3,34,0.418,-21.72,11.8
EURGBP,EURUSD,500,2.5,1.0,3.5,480,65,0.372,-76.59,12.3,34,0.485,-18.46,14.7
EURGBP,EURUSD,500,3.0,0.0,3.5,240,60,0.136,-101.06,10.0,28,0.2,-19.72,3.6
EURGBP,EURUSD,500,3.0,0.0,3.5,480,60,0.626,-38.79,10.0,28,0.864,-2.08,7.1
EURGBP,EURUSD,500,3.0,0.5,3.5,240,61,0.239,-60.29,13.1,28,0.0,-27.89,0.0
EURGBP,EURUSD,500,3.0,0.5,3.5,480,61,0.286,-56.5,13.1,28,0.054,-24.63,3.6
EURGBP,EURUSD,500,3.0,1.0,3.5,240,61,0.356,-49.74,11.5,28,0.0,-22.0,0.0
EURGBP,EURUSD,500,3.0,1.0,3.5,480,61,0.406,-45.82,11.5,28,0.009,-19.98,3.6
